Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
ผล สลากกินแบ่ง รัฐบาล,87,87,170,78,0.00,https://news.sanook.com/lotto/icheck/,0,0,0.00,0,3680000,"[8,13,24,10,16,10,8,16,8,10,10,13]",2025-12-25,"Sitelinks, Video, Related searches","commercial, informational",Organic
ผล สลากกินแบ่ง รัฐบาล,92,92,170,78,0.00,https://news.sanook.com/lotto/check/16042568/,0,0,0.00,0,3680000,"[8,13,24,10,16,10,8,16,8,10,10,13]",2025-12-25,"Sitelinks, Video, Related searches","commercial, informational",Organic
ผล สลากกินแบ่ง รัฐบาล,97,97,170,78,0.00,https://news.sanook.com/lotto/archive/page/4/,0,0,0.00,0,3680000,"[8,13,24,10,16,10,8,16,8,10,10,13]",2025-12-25,"Sitelinks, Video, Related searches","commercial, informational",Organic
ตรวจหวย1กันยายน2568,40,40,1600,36,0.00,https://news.sanook.com/lotto/archive/,0,0,0.00,0,2570000,"[100,0]",2025-12-25,"Video, Featured snippet, Image, People also ask, Related searches, Short videos",informational,Organic
ตรวจหวย1กันยายน2568,68,68,1600,36,0.00,https://news.sanook.com/lotto/,0,0,0.00,0,2570000,"[100,0]",2025-12-25,"Video, Featured snippet, Image, People also ask, Related searches, Short videos",informational,Organic
2559 คศ อะไร,81,81,40,13,0.00,https://news.sanook.com/lotto/archive/,0,0,0.00,0,11700000,"[82,23,100,23,11,11,0,0,0,0,0,0]",2025-12-01,"Image pack, Video, Featured snippet, Image, People also ask, Related searches",informational,Organic
หวย วันนี้,13,13,70,84,0.00,https://news.sanook.com/lotto/archive/,0,0,0.00,0,43700000,"[52,33,80,100,52,80,4,0,0,0,0,0]",2025-11-29,"Top stories, Sitelinks, Video, Related searches","commercial, informational",Organic
หวย วันนี้,20,20,70,84,0.00,https://news.sanook.com/lotto/lotto-stats/,0,0,0.00,0,43700000,"[52,33,80,100,52,80,4,0,0,0,0,0]",2025-11-29,"Top stories, Sitelinks, Video, Related searches","commercial, informational",Organic
หวย วันนี้,25,25,70,84,0.00,https://news.sanook.com/lotto/lotto-stats/daily/mon/10/,0,0,0.00,0,43700000,"[52,33,80,100,52,80,4,0,0,0,0,0]",2025-11-29,"Top stories, Sitelinks, Video, Related searches","commercial, informational",Organic
หวย วันนี้,34,34,70,84,0.00,https://news.sanook.com/lotto/lotto-stats/daily/,0,0,0.00,0,43700000,"[52,33,80,100,52,80,4,0,0,0,0,0]",2025-11-29,"Top stories, Sitelinks, Video, Related searches","commercial, informational",Organic
หวย วันนี้,41,41,70,84,0.00,https://news.sanook.com/lotto/check/01122568/,0,0,0.00,0,43700000,"[52,33,80,100,52,80,4,0,0,0,0,0]",2025-11-29,"Top stories, Sitelinks, Video, Related searches","commercial, informational",Organic
หวย วันนี้,72,72,70,84,0.00,https://news.sanook.com/lotto/archive/page/2/,0,0,0.00,0,43700000,"[52,33,80,100,52,80,4,0,0,0,0,0]",2025-11-29,"Top stories, Sitelinks, Video, Related searches","commercial, informational",Organic
หวย วันนี้,97,97,70,84,0.00,https://news.sanook.com/lotto/check/01082568/,0,0,0.00,0,43700000,"[52,33,80,100,52,80,4,0,0,0,0,0]",2025-11-29,"Top stories, Sitelinks, Video, Related searches","commercial, informational",Organic
thai lottery results today,59,59,70,14,0.00,https://news.sanook.com/lotto/,0,0,0.00,0,10,"[41,52,23,17,82,100,82,100,0,0,29,23]",2025-11-10,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
thailand lottery thailand lottery thailand lottery,56,56,140,51,0.00,https://news.sanook.com/lotto/,0,0,0.00,0,48200000,"[0,24,100,16,1,1,0,0,0,0,0,0]",2025-11-25,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
ตรวจ หวย ย้อน หลัง 10 ปี,18,18,40,61,0.00,https://news.sanook.com/lotto/archive/,0,0,0.00,0,7310000,"[14,100,14,100,14,14,14,14,14,14,14,14]",2025-12-11,"Sitelinks, Video, People also ask, Related searches","commercial, informational",Organic
ตรวจ หวย ย้อน หลัง 10 ปี,84,84,40,61,0.00,https://news.sanook.com/lotto/check/16102568/,0,0,0.00,0,7310000,"[14,100,14,100,14,14,14,14,14,14,14,14]",2025-12-11,"Sitelinks, Video, People also ask, Related searches","commercial, informational",Organic
ตรวจ หวย ย้อน หลัง 10 ปี,88,88,40,61,0.00,https://news.sanook.com/lotto/check/01102568/,0,0,0.00,0,7310000,"[14,100,14,100,14,14,14,14,14,14,14,14]",2025-12-11,"Sitelinks, Video, People also ask, Related searches","commercial, informational",Organic
ตรวจ หวย ย้อน หลัง 10 ปี,93,93,40,61,0.00,https://news.sanook.com/lotto/check/16122568/,0,0,0.00,0,7310000,"[14,100,14,100,14,14,14,14,14,14,14,14]",2025-12-11,"Sitelinks, Video, People also ask, Related searches","commercial, informational",Organic
แนวทาง หวย ลาว วัน นี้,56,56,50,19,0.00,https://news.sanook.com/lotto/lotto-stats/daily/fri/10/,0,0,0.00,0,1600000,"[14,14,14,14,14,14,78,78,100,50,78,21]",2025-12-24,"Video, Related searches",informational,Organic
แนวทาง หวย ลาว วัน นี้,59,59,50,19,0.00,https://news.sanook.com/lotto/lotto-stats/daily/fri/10/,0,0,0.00,0,1600000,"[14,14,14,14,14,14,78,78,100,50,78,21]",2025-12-24,"Video, Related searches",informational,Organic
แนวทาง หวย ลาว วัน นี้,68,68,50,19,0.00,https://news.sanook.com/lotto/lotto-stats/daily/wed/10/,0,0,0.00,0,1600000,"[14,14,14,14,14,14,78,78,100,50,78,21]",2025-12-24,"Video, Related searches",informational,Organic
ตรวจ ลอตเตอรี่,17,17,70,83,0.00,https://news.sanook.com/lotto/check/16122568/,0,0,0.00,0,4940000,"[0,0,0,0,35,17,28,28,53,28,28,7]",2025-12-24,"Knowledge panel, Sitelinks, Video, Related searches",informational,Organic
ตรวจ ลอตเตอรี่,24,24,70,83,0.00,https://news.sanook.com/lotto/archive/page/65/,0,0,0.00,0,4940000,"[0,0,0,0,35,17,28,28,53,28,28,7]",2025-12-24,"Knowledge panel, Sitelinks, Video, Related searches",informational,Organic
ตรวจ ลอตเตอรี่,39,39,70,83,0.00,https://news.sanook.com/lotto/icheck/,0,0,0.00,0,4940000,"[0,0,0,0,35,17,28,28,53,28,28,7]",2025-12-24,"Knowledge panel, Sitelinks, Video, Related searches",informational,Organic
ตรวจ ลอตเตอรี่,48,48,70,83,0.00,https://news.sanook.com/lotto/lotto-stats/yearly/,0,0,0.00,0,4940000,"[0,0,0,0,35,17,28,28,53,28,28,7]",2025-12-24,"Knowledge panel, Sitelinks, Video, Related searches",informational,Organic
ตรวจ ลอตเตอรี่,55,55,70,83,0.00,https://news.sanook.com/lotto/lotto-stats/,0,0,0.00,0,4940000,"[0,0,0,0,35,17,28,28,53,28,28,7]",2025-12-24,"Knowledge panel, Sitelinks, Video, Related searches",informational,Organic
ตรวจ ลอตเตอรี่,66,66,70,83,0.00,https://news.sanook.com/lotto/archive/page/2/,0,0,0.00,0,4940000,"[0,0,0,0,35,17,28,28,53,28,28,7]",2025-12-24,"Knowledge panel, Sitelinks, Video, Related searches",informational,Organic
ตรวจ ลอตเตอรี่,86,86,70,83,0.00,https://news.sanook.com/lotto/archive/page/4/,0,0,0.00,0,4940000,"[0,0,0,0,35,17,28,28,53,28,28,7]",2025-12-24,"Knowledge panel, Sitelinks, Video, Related searches",informational,Organic
ตรวจ ลอตเตอรี่,93,93,70,83,0.00,https://news.sanook.com/lotto/check/16082568/,0,0,0.00,0,4940000,"[0,0,0,0,35,17,28,28,53,28,28,7]",2025-12-24,"Knowledge panel, Sitelinks, Video, Related searches",informational,Organic
ตรวจ ลอตเตอรี่,97,97,70,83,0.00,https://news.sanook.com/lotto/check/01102568/,0,0,0.00,0,4940000,"[0,0,0,0,35,17,28,28,53,28,28,7]",2025-12-24,"Knowledge panel, Sitelinks, Video, Related searches",informational,Organic
sanook com news,21,21,70,53,0.00,https://news.sanook.com/lotto/,0,0,0.00,0,5610000,"[12,10,12,12,12,17,17,28,28,28,28,17]",2025-11-27,"Sitelinks, Video, People also ask, Related searches",navigational,Organic
sanook com news,55,55,70,53,0.00,https://news.sanook.com/lotto/archive/,0,0,0.00,0,5610000,"[12,10,12,12,12,17,17,28,28,28,28,17]",2025-11-27,"Sitelinks, Video, People also ask, Related searches",navigational,Organic
sanook com news,61,61,70,53,0.00,https://news.sanook.com/lotto/check/16112568/,0,0,0.00,0,5610000,"[12,10,12,12,12,17,17,28,28,28,28,17]",2025-11-27,"Sitelinks, Video, People also ask, Related searches",navigational,Organic
sanook com news,71,71,70,53,0.00,https://news.sanook.com/lotto/check/16092568/,0,0,0.00,0,5610000,"[12,10,12,12,12,17,17,28,28,28,28,17]",2025-11-27,"Sitelinks, Video, People also ask, Related searches",navigational,Organic
sanook com news,83,83,70,53,0.00,https://news.sanook.com/lotto/check/01122568/,0,0,0.00,0,5610000,"[12,10,12,12,12,17,17,28,28,28,28,17]",2025-11-27,"Sitelinks, Video, People also ask, Related searches",navigational,Organic
result lottery thailand,29,29,50,65,0.00,https://news.sanook.com/lotto/,0,0,0.00,0,62400000,"[100,0,0,3,28,6,28,9,6,9,3,0]",2025-11-27,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
lotto thailand result,67,67,170,60,0.00,https://news.sanook.com/lotto/,0,0,0.00,0,8450000,"[81,34,65,43,81,15,34,65,100,43,34,81]",2025-12-21,"Image pack, Sitelinks, Video, People also ask, Related searches","commercial, informational",Organic
618630,33,33,40,0,0.54,https://news.sanook.com/lotto/lotto-stats/daily/fri/10/,0,0,0.00,0.72,298000,"[9,19,19,19,19,9,52,14,9,9,9,9]",2025-12-24,"Sitelinks, Video, Image",informational,Organic
หวยออนไลน์,17,17,320,52,0.00,https://news.sanook.com/lotto/,0,0,0.00,0,38800000,"[3,1,3,7,5,11,0,0,8,100,0,0]",2025-11-29,"Sitelinks, Video, Related searches","commercial, informational",Organic
หวยออนไลน์,78,78,320,52,0.00,https://news.sanook.com/lotto/check/16102568/,0,0,0.00,0,38800000,"[3,1,3,7,5,11,0,0,8,100,0,0]",2025-11-29,"Sitelinks, Video, Related searches","commercial, informational",Organic
หวยออนไลน์,82,82,320,52,0.00,https://news.sanook.com/lotto/check/01112568/,0,0,0.00,0,38800000,"[3,1,3,7,5,11,0,0,8,100,0,0]",2025-11-29,"Sitelinks, Video, Related searches","commercial, informational",Organic
หวยออนไลน์,91,91,320,52,0.00,https://news.sanook.com/lotto/check/01072568/,0,0,0.00,0,38800000,"[3,1,3,7,5,11,0,0,8,100,0,0]",2025-11-29,"Sitelinks, Video, Related searches","commercial, informational",Organic
หวยออนไลน์,94,94,320,52,0.00,https://news.sanook.com/lotto/check/01062568/,0,0,0.00,0,38800000,"[3,1,3,7,5,11,0,0,8,100,0,0]",2025-11-29,"Sitelinks, Video, Related searches","commercial, informational",Organic
wab 970 051 503 0,54,54,50,0,0.00,https://news.sanook.com/lotto/lotto-stats/yearly/,0,0,0.00,0,64,"[55,44,55,55,55,100,77,55,55,44,44,0]",2025-09-07,"Image pack, Image",informational,Organic
ตรวจ หวย 1 ธันวาคม 2567,23,23,140,19,0.00,https://news.sanook.com/lotto/archive/,0,0,0.00,0,1170000,"[0,0,0,0,1,100,6,5,5,1,1,1]",2025-09-10,"Image pack, Video, Related searches",informational,Organic
ตรวจ หวย 1 ธันวาคม 2567,60,60,140,19,0.00,https://news.sanook.com/lotto/,0,0,0.00,0,1170000,"[0,0,0,0,1,100,6,5,5,1,1,1]",2025-09-10,"Image pack, Video, Related searches",informational,Organic
ตรวจ หวย 1 ธันวาคม 2567,69,69,140,19,0.00,https://news.sanook.com/lotto/lotto-stats/,0,0,0.00,0,1170000,"[0,0,0,0,1,100,6,5,5,1,1,1]",2025-09-10,"Image pack, Video, Related searches",informational,Organic
ตรวจ หวย 1 ธันวาคม 2567,73,73,140,19,0.00,https://news.sanook.com/lotto/lotto-stats/daily/tue/10/,0,0,0.00,0,1170000,"[0,0,0,0,1,100,6,5,5,1,1,1]",2025-09-10,"Image pack, Video, Related searches",informational,Organic
ตรวจ หวย 1 ธันวาคม 2567,79,79,140,19,0.00,https://news.sanook.com/lotto/check/02012568/,0,0,0.00,0,1170000,"[0,0,0,0,1,100,6,5,5,1,1,1]",2025-09-10,"Image pack, Video, Related searches",informational,Organic
ตรวจ หวย 1 ธันวาคม 2567,88,88,140,19,0.00,https://news.sanook.com/lotto/lotto-stats/yearly/,0,0,0.00,0,1170000,"[0,0,0,0,1,100,6,5,5,1,1,1]",2025-09-10,"Image pack, Video, Related searches",informational,Organic
ตรวจ หวย 1 ธันวาคม 2567,92,92,140,19,0.00,https://news.sanook.com/lotto/check/16082568/,0,0,0.00,0,1170000,"[0,0,0,0,1,100,6,5,5,1,1,1]",2025-09-10,"Image pack, Video, Related searches",informational,Organic
ตรวจ หวย 1 ธันวาคม 2567,96,96,140,19,0.00,https://news.sanook.com/lotto/check/01092568/,0,0,0.00,0,1170000,"[0,0,0,0,1,100,6,5,5,1,1,1]",2025-09-10,"Image pack, Video, Related searches",informational,Organic
ตรวจ หวย 1 ธันวาคม 2567,99,99,140,19,0.00,https://news.sanook.com/lotto/archive/page/2/,0,0,0.00,0,1170000,"[0,0,0,0,1,100,6,5,5,1,1,1]",2025-09-10,"Image pack, Video, Related searches",informational,Organic
ผล สลาก,12,12,110,83,0.00,https://news.sanook.com/lotto/archive/,0,0,0.00,0,7240000,"[0,15,21,21,21,15,21,53,65,81,43,28]",2025-12-12,"Top stories, Sitelinks, Video, Related searches",informational,Organic
ผล สลาก,21,21,110,83,0.00,https://news.sanook.com/lotto/check/16122568/,0,0,0.00,0,7240000,"[0,15,21,21,21,15,21,53,65,81,43,28]",2025-12-12,"Top stories, Sitelinks, Video, Related searches",informational,Organic
ผล สลาก,37,37,110,83,0.00,https://news.sanook.com/lotto/lotto-stats/,0,0,0.00,0,7240000,"[0,15,21,21,21,15,21,53,65,81,43,28]",2025-12-12,"Top stories, Sitelinks, Video, Related searches",informational,Organic
ผล สลาก,53,53,110,83,0.00,https://news.sanook.com/lotto/lotto-stats/daily/,0,0,0.00,0,7240000,"[0,15,21,21,21,15,21,53,65,81,43,28]",2025-12-12,"Top stories, Sitelinks, Video, Related searches",informational,Organic
ผล สลาก,70,70,110,83,0.00,https://news.sanook.com/lotto/archive/page/67/,0,0,0.00,0,7240000,"[0,15,21,21,21,15,21,53,65,81,43,28]",2025-12-12,"Top stories, Sitelinks, Video, Related searches",informational,Organic
ผล สลาก,87,87,110,83,0.00,https://news.sanook.com/lotto/archive/page/47/,0,0,0.00,0,7240000,"[0,15,21,21,21,15,21,53,65,81,43,28]",2025-12-12,"Top stories, Sitelinks, Video, Related searches",informational,Organic
67 16,67,67,590,16,0.00,https://news.sanook.com/lotto/check/16102567/,0,0,0.00,0,3480000000,"[48,39,59,59,59,39,39,88,100,88,72,72]",2025-10-03,"Image pack, Video, Image, People also ask",informational,Organic
67 16,73,73,590,16,0.00,https://news.sanook.com/lotto/check/16112567/,0,0,0.00,0,3480000000,"[48,39,59,59,59,39,39,88,100,88,72,72]",2025-10-03,"Image pack, Video, Image, People also ask",informational,Organic
67 16,80,80,590,16,0.00,https://news.sanook.com/lotto/check/16082567/,0,0,0.00,0,3480000000,"[48,39,59,59,59,39,39,88,100,88,72,72]",2025-10-03,"Image pack, Video, Image, People also ask",informational,Organic
ตรวจ หวย 16 กุมภาพันธ์ 2567,49,49,40,16,0.00,https://news.sanook.com/lotto/archive/,0,0,0.00,0,581000,"[14,100,14,14,100,64,14,14,0,14,14,0]",2025-11-28,"Video, Image, People also ask, Related searches","commercial, informational",Organic
ตรวจ หวย 16 กุมภาพันธ์ 2567,60,60,40,16,0.00,https://news.sanook.com/lotto/lotto-stats/daily/,0,0,0.00,0,581000,"[14,100,14,14,100,64,14,14,0,14,14,0]",2025-11-28,"Video, Image, People also ask, Related searches","commercial, informational",Organic
ตรวจ หวย 16 กุมภาพันธ์ 2567,78,78,40,16,0.00,https://news.sanook.com/lotto/check/16112567/,0,0,0.00,0,581000,"[14,100,14,14,100,64,14,14,0,14,14,0]",2025-11-28,"Video, Image, People also ask, Related searches","commercial, informational",Organic
ตรวจ หวย 16 กุมภาพันธ์ 2567,85,85,40,16,0.00,https://news.sanook.com/lotto/archive/page/2/,0,0,0.00,0,581000,"[14,100,14,14,100,64,14,14,0,14,14,0]",2025-11-28,"Video, Image, People also ask, Related searches","commercial, informational",Organic
ตรวจ หวย 16 กุมภาพันธ์ 2567,89,89,40,16,0.00,https://news.sanook.com/lotto/check/16112568/,0,0,0.00,0,581000,"[14,100,14,14,100,64,14,14,0,14,14,0]",2025-11-28,"Video, Image, People also ask, Related searches","commercial, informational",Organic
ตรวจ หวย 16 กุมภาพันธ์ 2567,98,98,40,16,0.00,https://news.sanook.com/lotto/check/16102568/,0,0,0.00,0,581000,"[14,100,14,14,100,64,14,14,0,14,14,0]",2025-11-28,"Video, Image, People also ask, Related searches","commercial, informational",Organic
ตรวจหวยวัน นี้,13,13,70,81,0.00,https://news.sanook.com/lotto/archive/page/61/,0,0,0.00,0,41700000,"[64,35,64,64,64,64,0,100,100,0,0,0]",2025-11-29,"Top stories, Sitelinks, Video, Image, Related searches",navigational,Organic
ตรวจหวยวัน นี้,15,15,70,81,0.00,https://news.sanook.com/lotto/check/01122568/,0,0,0.00,0,41700000,"[64,35,64,64,64,64,0,100,100,0,0,0]",2025-11-29,"Top stories, Sitelinks, Video, Image, Related searches",navigational,Organic
